SNAPSHOT_DATE,GROUP,CATEGORY,RANK,CODE,NAME,VALUE
20260907,ACTIVE,BUY_SECTOR,3,,機械,537.7046619999995
20260907,ACTIVE,BUY_SECTOR,4,,小売業,316.3943980000005
20260907,ACTIVE,BUY_SECTOR,5,,銀行業,275.6337999999996
20260907,ACTIVE,SELL_SECTOR,1,,電気機器,-6317.366748999999
20260907,ACTIVE,SELL_SECTOR,2,,情報・通信業,-5167.968898000005
20260907,ACTIVE,SELL_SECTOR,3,,サービス業,-2114.7949590000007
20260907,ACTIVE,SELL_SECTOR,4,,輸送用機器,-1319.9046650000014
20260907,ACTIVE,SELL_SECTOR,5,,機械,-904.017933
20260907,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,313100.0
20260907,PASSIVE,BUY_STOCK,2,8306.0,三菱ＵＦＪフィナンシャル・グループ,209900.0
20260907,PASSIVE,BUY_STOCK,3,9434.0,ソフトバンク,187705.522463
20260907,PASSIVE,BUY_STOCK,4,8316.0,三井住友フィナンシャルグループ,75500.0
20260907,PASSIVE,BUY_STOCK,5,8309.0,三井住友トラストグループ,53800.918944000005
20260907,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-846803.284039
20260907,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-509600.0
20260907,PASSIVE,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-202900.738197
20260907,PASSIVE,SELL_STOCK,4,7203.0,トヨタ自動車,-160700.700534
20260907,PASSIVE,SELL_STOCK,5,9984.0,ソフトバンクグループ,-129000.482087
20260907,PASSIVE,BUY_SECTOR,1,,銀行業,805111.919434
20260907,PASSIVE,BUY_SECTOR,2,,情報・通信業,639521.705014
20260907,PASSIVE,BUY_SECTOR,3,,電気機器,238221.073692
20260907,PASSIVE,BUY_SECTOR,4,,卸売業,154800.24954
20260907,PASSIVE,BUY_SECTOR,5,,輸送用機器,139515.227093
20260907,PASSIVE,SELL_SECTOR,1,,情報・通信業,-1766314.989722
20260907,PASSIVE,SELL_SECTOR,2,,電気機器,-803291.117327
20260907,PASSIVE,SELL_SECTOR,3,,銀行業,-622814.613277
20260907,PASSIVE,SELL_SECTOR,4,,卸売業,-464721.796429
20260907,PASSIVE,SELL_SECTOR,5,,輸送用機器,-463817.64892
20260908,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,573302.246993
20260908,ALL,BUY_STOCK,2,9434.0,ソフトバンク,473301.533453
20260908,ALL,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,162700.117131
20260908,ALL,BUY_STOCK,4,5401.0,日本製鉄,132900.568919
20260908,ALL,BUY_STOCK,5,4689.0,ＬＩＮＥヤフー,81400.790034
20260908,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-380916.232222
20260908,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-227899.628234
20260908,ALL,SELL_STOCK,3,8053.0,住友商事,-113700.0
20260908,ALL,SELL_STOCK,4,7267.0,本田技研工業,-91318.168184
20260908,ALL,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-83932.073906
20260908,ALL,BUY_SECTOR,1,,情報・通信業,1262306.565282
20260908,ALL,BUY_SECTOR,2,,銀行業,547502.453766
20260908,ALL,BUY_SECTOR,3,,輸送用機器,389602.960533
20260908,ALL,BUY_SECTOR,4,,電気機器,291232.855467
20260908,ALL,BUY_SECTOR,5,,化学,232588.509908
20260908,ALL,SELL_SECTOR,1,,情報・通信業,-771324.780494
20260908,ALL,SELL_SECTOR,2,,電気機器,-332946.006629
20260908,ALL,SELL_SECTOR,3,,卸売業,-297646.260332
20260908,ALL,SELL_SECTOR,4,,銀行業,-268155.146082
20260908,ALL,SELL_SECTOR,5,,輸送用機器,-253253.161549
20260908,ACTIVE,BUY_STOCK,1,2914.0,日本たばこ産業,16000.0
20260908,ACTIVE,BUY_STOCK,2,6417.0,ＳＡＮＫＹＯ,14300.0
20260908,ACTIVE,BUY_STOCK,3,7936.0,アシックス,11000.0
20260908,ACTIVE,BUY_STOCK,4,9744.0,メイテックグループホールディングス,9600.0
20260908,ACTIVE,BUY_STOCK,5,6098.0,リクルートホールディングス,8000.0
20260908,ACTIVE,SELL_STOCK,1,8053.0,住友商事,-76000.0
20260908,ACTIVE,SELL_STOCK,2,7267.0,本田技研工業,-60417.426293
20260908,ACTIVE,SELL_STOCK,3,3003.0,ヒューリック,-40000.0
20260908,ACTIVE,SELL_STOCK,4,8058.0,三菱商事,-16212.199941
20260908,ACTIVE,SELL_STOCK,5,8015.0,豊田通商,-11400.0
20260908,ACTIVE,BUY_SECTOR,1,,食料品,19500.0
20260908,ACTIVE,BUY_SECTOR,2,,サービス業,17600.0
20260908,ACTIVE,BUY_SECTOR,3,,機械,14600.0
20260908,ACTIVE,BUY_SECTOR,4,,その他製品,11000.0
20260908,ACTIVE,BUY_SECTOR,5,,建設業,9300.0
20260908,ACTIVE,SELL_SECTOR,1,,卸売業,-103646.143776
20260908,ACTIVE,SELL_SECTOR,2,,輸送用機器,-60450.658361
20260908,ACTIVE,SELL_SECTOR,3,,不動産業,-40030.037164
20260908,ACTIVE,SELL_SECTOR,4,,サービス業,-9636.586369
20260908,ACTIVE,SELL_SECTOR,5,,鉄鋼,-3324.728314
20260908,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,573302.246993
20260908,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,451501.533453
20260908,PASSIVE,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,162700.117131
20260908,PASSIVE,BUY_STOCK,4,5401.0,日本製鉄,132900.568919
20260908,PASSIVE,BUY_STOCK,5,4689.0,ＬＩＮＥヤフー,81400.790034
20260908,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-380700.0
20260908,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-227702.01291
20260908,PASSIVE,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-83000.0
20260908,PASSIVE,SELL_STOCK,4,7203.0,トヨタ自動車,-63300.0
20260908,PASSIVE,SELL_STOCK,5,8001.0,伊藤忠商事,-51200.0
20260908,PASSIVE,BUY_SECTOR,1,,情報・通信業,1240506.565282
20260908,PASSIVE,BUY_SECTOR,2,,銀行業,547502.453766
20260908,PASSIVE,BUY_SECTOR,3,,輸送用機器,382302.960533
20260908,PASSIVE,BUY_SECTOR,4,,電気機器,289232.855467
20260908,PASSIVE,BUY_SECTOR,5,,化学,227988.509908
20260908,PASSIVE,SELL_SECTOR,1,,情報・通信業,-768002.140567
20260908,PASSIVE,SELL_SECTOR,2,,電気機器,-332900.079555
20260908,PASSIVE,SELL_SECTOR,3,,銀行業,-266400.884349
20260908,PASSIVE,SELL_SECTOR,4,,卸売業,-194000.116556
20260908,PASSIVE,SELL_SECTOR,5,,輸送用機器,-192802.503188
20260910,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,4213902.422377
20260910,ALL,BUY_STOCK,2,9434.0,ソフトバンク,2677705.934554
20260910,ALL,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,936400.0
20260910,ALL,BUY_STOCK,4,7203.0,トヨタ自動車,771700.0
20260910,ALL,BUY_STOCK,5,9984.0,ソフトバンクグループ,633700.0
20260910,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-121977.866828
20260910,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-97759.067534
20260910,ALL,SELL_STOCK,3,9984.0,ソフトバンクグループ,-54400.287458
20260910,ALL,SELL_STOCK,4,7267.0,本田技研工業,-40941.952786
20260910,ALL,SELL_STOCK,5,7203.0,トヨタ自動車,-38137.304328
20260910,ALL,BUY_SECTOR,1,,情報・通信業,8929050.375242
20260910,ALL,BUY_SECTOR,2,,電気機器,3972810.023434
20260910,ALL,BUY_SECTOR,3,,銀行業,3039410.378033
20260910,ALL,BUY_SECTOR,4,,輸送用機器,2397817.730969
20260910,ALL,BUY_SECTOR,5,,卸売業,2297710.362094
20260910,ALL,SELL_SECTOR,1,,情報・通信業,-322955.291389
20260910,ALL,SELL_SECTOR,2,,電気機器,-216391.282534
20260910,ALL,SELL_SECTOR,3,,輸送用機器,-155625.6143
20260910,ALL,SELL_SECTOR,4,,化学,-135041.456972
20260910,ALL,SELL_SECTOR,5,,銀行業,-76727.355721
20260910,ACTIVE,BUY_STOCK,1,2146.0,ＵＴグループ,75700.0
20260910,ACTIVE,BUY_STOCK,2,4114.0,日本触媒,17700.0
20260910,ACTIVE,BUY_STOCK,3,3038.0,神戸物産,16100.0
20260910,ACTIVE,BUY_STOCK,4,6136.0,オーエスジー,15700.0
20260910,ACTIVE,BUY_STOCK,5,2914.0,日本たばこ産業,15600.0
20260910,ACTIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-49077.866828000006
20260910,ACTIVE,SELL_STOCK,2,9434.0,ソフトバンク,-46959.067534
20260910,ACTIVE,SELL_STOCK,3,7267.0,本田技研工業,-25440.987108
20260910,ACTIVE,SELL_STOCK,4,7202.0,いすゞ自動車,-23400.0
20260910,ACTIVE,SELL_STOCK,5,7261.0,マツダ,-19800.0
20260910,ACTIVE,BUY_SECTOR,1,,サービス業,101400.0
20260910,ACTIVE,BUY_SECTOR,2,,建設業,41600.0
20260910,ACTIVE,BUY_SECTOR,3,,食料品,22900.0
20260910,ACTIVE,BUY_SECTOR,4,,機械,20800.0
20260910,ACTIVE,BUY_SECTOR,5,,化学,19500.0
20260910,ACTIVE,SELL_SECTOR,1,,情報・通信業,-100446.326302
20260910,ACTIVE,SELL_SECTOR,2,,輸送用機器,-91019.52379
20260910,ACTIVE,SELL_SECTOR,3,,銀行業,-44618.988006
20260910,ACTIVE,SELL_SECTOR,4,,建設業,-23523.168856
20260910,ACTIVE,SELL_SECTOR,5,,非鉄金属,-22039.376158
20260910,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,4210002.422377
20260910,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,2677705.934554
20260910,PASSIVE,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,936300.0
20260910,PASSIVE,BUY_STOCK,4,7203.0,トヨタ自動車,771500.0
20260910,PASSIVE,BUY_STOCK,5,9984.0,ソフトバンクグループ,633700.0
20260910,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-72900.0
20260910,PASSIVE,SELL_STOCK,2,9984.0,ソフトバンクグループ,-52000.287458
20260910,PASSIVE,SELL_STOCK,3,9434.0,ソフトバンク,-50800.0
20260910,PASSIVE,SELL_STOCK,4,6762.0,ＴＤＫ,-30400.516526
20260910,PASSIVE,SELL_STOCK,5,9433.0,ＫＤＤＩ,-26600.0
20260910,PASSIVE,BUY_SECTOR,1,,情報・通信業,8924250.375242
20260910,PASSIVE,BUY_SECTOR,2,,電気機器,3969810.023434
20260910,PASSIVE,BUY_SECTOR,3,,銀行業,3034210.378033
20260910,PASSIVE,BUY_SECTOR,4,,輸送用機器,2392217.730969
20260910,PASSIVE,BUY_SECTOR,5,,卸売業,2280510.362094
20260910,PASSIVE,SELL_SECTOR,1,,情報・通信業,-222508.965087
20260910,PASSIVE,SELL_SECTOR,2,,電気機器,-200350.795588
20260910,PASSIVE,SELL_SECTOR,3,,化学,-118428.233642
20260910,PASSIVE,SELL_SECTOR,4,,輸送用機器,-64606.09051
20260910,PASSIVE,SELL_SECTOR,5,,卸売業,-53310.762135
20260911,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,2476280.092959
20260911,ALL,BUY_STOCK,2,9434.0,ソフトバンク,1526760.141731
20260911,ALL,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,576270.993159
20260911,ALL,BUY_STOCK,4,7203.0,トヨタ自動車,496867.956456
20260911,ALL,BUY_STOCK,5,6758.0,ソニーグループ,326149.542146
20260911,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-194614.831844
20260911,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-118407.319349
20260911,ALL,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-104617.196277
20260911,ALL,SELL_STOCK,4,7203.0,トヨタ自動車,-37911.953015
20260911,ALL,SELL_STOCK,5,9984.0,ソフトバンクグループ,-36900.0
20260911,ALL,BUY_SECTOR,1,,情報・通信業,5070206.926683
20260911,ALL,BUY_SECTOR,2,,電気機器,1843717.171881
20260911,ALL,BUY_SECTOR,3,,銀行業,1776696.636654
20260911,ALL,BUY_SECTOR,4,,卸売業,1307465.835183
20260911,ALL,BUY_SECTOR,5,,輸送用機器,1299577.703947
20260911,ALL,SELL_SECTOR,1,,情報・通信業,-419827.117001
20260911,ALL,SELL_SECTOR,2,,銀行業,-340831.226609
20260911,ALL,SELL_SECTOR,3,,電気機器,-240824.930669
20260911,ALL,SELL_SECTOR,4,,輸送用機器,-122332.898809
20260911,ALL,SELL_SECTOR,5,,卸売業,-119824.376547
20260911,ACTIVE,BUY_STOCK,1,4684.0,オービック,12100.0
20260911,ACTIVE,BUY_STOCK,2,6702.0,富士通,1900.0
20260911,ACTIVE,BUY_STOCK,3,9602.0,東宝,1300.0
20260911,ACTIVE,BUY_STOCK,4,1911.0,住友林業,1200.0
20260911,ACTIVE,BUY_STOCK,5,4661.0,オリエンタルランド,1000.0
20260911,ACTIVE,SELL_STOCK,1,7246.0,プレス工業,-3000.0
20260911,ACTIVE,SELL_STOCK,2,7012.0,川崎重工業,-1600.6565290000003
20260911,ACTIVE,SELL_STOCK,3,3405.0,クラレ,-1200.0
20260911,ACTIVE,SELL_STOCK,4,6723.0,ルネサスエレクトロニクス,-1000.0
20260911,ACTIVE,SELL_STOCK,5,4208.0,ＵＢＥ,-701.936232
20260911,ACTIVE,BUY_SECTOR,1,,情報・通信業,13400.0
20260911,ACTIVE,BUY_SECTOR,2,,電気機器,2400.0
20260911,ACTIVE,BUY_SECTOR,3,,輸送用機器,1900.0
20260911,ACTIVE,BUY_SECTOR,4,,建設業,1500.0
20260911,ACTIVE,BUY_SECTOR,5,,サービス業,1100.0
20260911,ACTIVE,SELL_SECTOR,1,,輸送用機器,-4626.754261999999
20260911,ACTIVE,SELL_SECTOR,2,,化学,-1912.260459
20260911,ACTIVE,SELL_SECTOR,3,,電気機器,-1424.7353870000006
20260911,ACTIVE,SELL_SECTOR,4,,その他製品,-404.017114
20260911,ACTIVE,SELL_SECTOR,5,,銀行業,-229.0558079999994
20260911,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,2476280.092959
20260911,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,1526760.141731
20260911,PASSIVE,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,576270.993159
20260911,PASSIVE,BUY_STOCK,4,7203.0,トヨタ自動車,496867.956456
20260911,PASSIVE,BUY_STOCK,5,6758.0,ソニーグループ,326149.542146
20260911,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-194500.0
20260911,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-118304.941071
20260911,PASSIVE,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-104600.0
20260911,PASSIVE,SELL_STOCK,4,7203.0,トヨタ自動車,-37900.0
20260911,PASSIVE,SELL_STOCK,5,9984.0,ソフトバンクグループ,-36900.0
20260911,PASSIVE,BUY_SECTOR,1,,情報・通信業,5056806.926683
20260911,PASSIVE,BUY_SECTOR,2,,電気機器,1841317.171881
20260911,PASSIVE,BUY_SECTOR,3,,銀行業,1776696.636654
20260911,PASSIVE,BUY_SECTOR,4,,卸売業,1307465.835183
20260911,PASSIVE,BUY_SECTOR,5,,輸送用機器,1297677.703947
20260911,PASSIVE,SELL_SECTOR,1,,情報・通信業,-419605.25443
20260911,PASSIVE,SELL_SECTOR,2,,銀行業,-340602.170801
